,home_team_goal,away_team_goal,odds-home,odds-draw,odds-away,home-wins,home-draws,home-losses,home-goals,home-opposition-goals,away-wins,away-draws,away-losses,away-goals,away-opposition-goals
12108,5,2,1.13,9.0,17.0,8,1,1,25,8,2,2,6,12,21
12109,2,0,1.4,5.0,9.0,5,2,3,19,13,3,1,6,10,19
12110,1,1,2.05,3.5,4.0,2,2,6,12,17,1,5,4,7,17
12111,0,1,1.5,4.5,7.5,6,3,1,17,11,3,4,3,11,11
12112,2,1,2.3,3.4,3.4,2,3,5,15,22,4,1,5,17,20
12113,1,0,2.9,3.0,2.6,3,1,6,12,18,6,1,3,15,9
12114,2,2,3.0,3.0,2.5,6,3,1,22,8,7,1,2,18,6
12115,0,0,2.4,3.0,3.2,3,5,2,10,12,4,1,5,7,10
12116,1,2,2.0,3.5,3.6,4,3,3,11,9,2,1,7,9,19
12117,1,0,2.0,3.4,3.75,3,5,2,12,10,4,2,4,19,18
12118,3,2,1.44,4.2,7.5,4,5,1,14,7,3,2,5,10,12
12119,0,0,2.2,3.2,3.4,4,1,5,13,14,5,3,2,19,15
12120,0,2,2.9,3.1,2.5,1,1,8,6,21,3,2,5,9,15
12121,3,2,1.44,4.2,7.5,4,1,5,14,14,3,3,4,9,12
12122,1,0,2.4,3.1,3.1,3,4,3,13,14,3,2,5,11,16
12123,2,0,1.29,5.25,11.0,6,3,1,16,9,0,6,4,8,14
12124,2,0,1.5,4.33,6.0,3,3,4,16,20,2,3,5,11,13
12125,4,0,1.62,3.8,5.5,4,3,3,14,12,1,3,6,10,21
12126,2,1,1.4,4.5,8.0,7,1,2,19,12,6,1,3,18,11
12127,0,3,3.2,3.4,2.2,3,2,5,8,14,2,4,4,11,13
12128,2,3,4.0,3.75,1.83,3,2,5,15,16,6,3,1,21,7
12129,2,2,3.0,3.25,2.38,0,3,7,6,17,4,3,3,16,13
12130,0,4,8.0,4.75,1.36,4,3,3,13,14,8,2,0,24,6
12131,1,1,8.5,4.33,1.4,4,4,2,13,13,7,3,0,23,4
12132,2,0,1.83,3.3,4.5,4,1,5,14,14,3,2,5,13,14
12133,0,1,1.75,3.4,5.0,3,3,4,10,13,2,3,5,7,17
12134,1,1,1.62,3.8,5.5,3,5,2,14,18,1,4,5,6,15
12135,0,2,1.91,3.3,4.2,3,4,3,10,13,5,2,3,12,11
12136,0,2,3.4,3.3,2.15,4,2,4,9,11,5,2,3,11,7
12137,1,1,1.91,3.3,4.2,3,2,5,12,13,2,3,5,11,16
12138,4,0,1.4,4.5,8.0,5,1,4,17,14,0,4,6,5,14
12139,3,1,1.11,9.0,21.0,7,1,2,28,11,5,1,4,14,11
12140,1,0,1.57,3.8,6.0,6,2,2,17,8,6,1,3,15,11
12141,3,2,1.73,3.5,5.0,6,2,2,16,10,2,1,7,10,23
12142,4,1,1.25,6.5,15.0,5,2,3,16,11,3,1,6,13,20
12143,1,0,1.57,3.9,7.5,4,3,3,14,12,1,2,7,6,18
12144,4,0,1.33,5.5,11.0,6,2,2,17,10,4,1,5,15,15
12145,2,1,3.5,3.5,2.2,3,4,3,15,14,5,2,3,19,12
12146,0,1,6.0,4.0,1.65,2,3,5,12,16,9,1,0,21,3
12147,1,2,3.4,3.4,2.3,3,3,4,11,14,5,3,2,15,11
12148,3,1,2.3,3.4,3.4,3,1,6,10,20,3,2,5,12,13
12149,1,0,1.95,3.6,4.33,3,3,4,16,21,1,6,3,5,14
12150,2,3,2.7,2.9,2.88,3,5,2,9,8,2,6,2,8,12
12151,1,1,1.85,3.2,4.75,4,1,5,7,10,3,3,4,15,15
12152,2,2,2.0,3.1,4.2,2,5,3,10,9,3,2,5,10,15
12153,0,2,1.73,3.5,5.0,2,4,4,12,15,4,1,5,11,14
12154,2,2,3.75,3.25,2.05,2,5,3,14,14,6,4,0,24,9
12155,3,4,1.91,3.2,4.5,1,4,5,6,17,3,2,5,8,12
12156,1,2,3.8,3.6,1.91,2,1,7,8,19,7,1,2,28,12
12157,2,0,2.0,3.4,3.75,3,4,3,12,16,3,5,2,11,10
12158,1,4,4.33,3.6,1.8,3,2,5,14,15,4,3,3,16,12
12159,0,2,2.0,3.4,3.75,4,4,2,12,10,3,2,5,16,17
12160,1,1,2.05,3.5,3.5,3,6,1,12,9,2,3,5,15,23
12161,3,0,1.57,4.1,5.5,4,2,4,17,21,2,2,6,8,11
12162,9,2,1.3,5.5,9.0,9,1,0,26,5,4,2,4,12,16
12163,0,0,2.0,3.2,4.0,4,2,4,9,12,5,2,3,17,12
12164,2,1,1.95,3.3,4.0,2,2,6,9,16,6,1,3,13,9
12165,2,1,3.3,3.2,2.25,5,4,1,18,13,5,1,4,17,14
12166,1,2,3.25,3.3,2.2,3,3,4,14,18,6,3,1,17,5
12167,0,1,5.0,3.5,1.73,3,2,5,10,15,7,3,0,16,5
12168,3,5,3.3,3.25,2.2,4,3,3,14,14,4,5,1,13,8
12169,3,0,1.36,4.5,9.0,1,3,6,9,14,0,1,9,4,23
12170,2,0,3.5,3.5,2.05,0,6,4,7,14,4,3,3,17,16
12171,0,0,2.25,3.0,3.5,3,2,5,12,14,5,3,2,15,6
12172,2,2,1.91,3.25,4.33,2,3,5,9,15,4,2,4,12,12
12173,2,0,3.0,3.5,2.25,6,2,2,16,11,7,1,2,18,11
12174,1,2,2.88,3.4,2.38,1,3,6,8,21,3,1,6,8,17
12175,2,1,1.5,4.0,7.0,5,1,4,16,12,2,1,7,8,20
12176,1,1,1.4,4.5,8.0,2,4,4,11,11,5,2,3,18,12
12177,6,1,1.2,6.5,13.0,8,2,0,25,5,3,3,4,10,13
12178,2,4,2.88,3.2,2.5,3,0,7,7,19,4,4,2,13,13
12179,1,1,2.8,3.1,2.6,3,3,4,8,16,5,1,4,15,11
12180,0,3,10.0,4.75,1.33,2,2,6,9,14,7,3,0,22,3
12181,0,1,2.3,3.2,3.2,0,3,7,7,18,0,4,6,7,15
12182,2,0,2.4,3.25,2.9,1,5,4,8,14,2,2,6,10,19
12183,0,3,4.2,3.6,1.83,1,5,4,7,15,5,1,4,14,12
12184,1,2,2.5,3.4,2.7,1,6,3,8,13,3,4,3,12,13
12185,0,1,2.1,3.5,3.25,6,3,1,15,7,2,5,3,13,14
12186,1,3,1.85,3.4,4.33,4,1,5,12,13,3,4,3,10,14
12187,1,0,3.4,3.2,2.2,1,4,5,9,16,5,1,4,20,14
12188,1,1,7.5,4.75,1.4,0,4,6,4,16,8,1,1,26,7
12189,2,2,8.0,5.0,1.36,1,2,7,8,18,7,1,2,27,12
12190,1,2,5.0,4.0,1.75,3,3,4,16,17,5,2,3,26,13
12191,1,2,4.75,3.3,1.8,2,2,6,8,14,5,2,3,17,12
12192,1,2,1.5,4.0,7.0,4,3,3,15,13,3,3,4,13,17
12193,0,1,2.8,3.0,2.7,6,1,3,15,7,3,4,3,10,12
12194,2,2,2.0,3.5,3.6,3,3,4,13,15,3,6,1,13,11
12195,2,3,3.25,3.25,2.25,1,4,5,6,15,3,3,4,8,10
12196,2,2,8.0,4.5,1.4,3,4,3,20,19,6,1,3,29,12
12197,2,1,1.44,4.33,7.0,6,1,3,22,15,4,3,3,14,15
12198,4,0,2.0,3.5,3.6,1,2,7,3,14,4,4,2,14,19
12199,4,1,1.22,6.5,11.0,6,3,1,20,7,4,0,6,12,17
12200,1,2,2.38,3.5,2.8,4,3,3,18,19,2,2,6,15,18
12201,1,1,7.0,4.5,1.44,3,3,4,11,13,7,1,2,34,14
12202,2,2,2.7,3.3,2.6,6,2,2,14,7,6,4,0,22,11
12203,1,3,2.1,3.2,3.6,3,4,3,12,14,4,2,4,9,12
12204,1,1,1.73,3.6,4.75,6,1,3,12,6,5,3,2,16,13
12205,2,3,1.91,3.5,4.0,2,1,7,13,25,1,2,7,10,20
12206,3,2,2.0,3.6,4.0,4,3,3,11,10,3,4,3,10,12
12207,2,3,1.83,3.6,4.2,5,2,3,22,16,4,3,3,12,11
12208,2,1,1.91,3.5,4.0,4,4,2,18,14,4,2,4,13,18
12209,1,1,2.4,3.4,2.8,5,2,3,15,11,3,5,2,13,17
12210,0,0,1.83,3.6,4.2,3,3,4,11,13,5,3,2,16,16
12211,1,0,1.73,3.6,4.75,3,2,5,10,14,3,3,4,12,12
12212,0,2,2.63,3.3,2.88,4,4,2,13,5,3,3,4,15,17
12213,1,1,2.38,3.3,2.8,3,4,3,13,13,2,4,4,8,11
12214,1,0,1.85,3.3,4.5,4,4,2,10,9,3,2,5,6,11
12215,3,0,2.0,3.4,3.75,2,2,6,7,11,2,2,6,13,18
12216,1,0,1.2,7.0,11.0,6,1,3,16,12,2,1,7,7,18
12217,1,1,2.38,3.0,3.2,5,3,2,16,14,6,2,2,18,12
12218,0,0,2.38,3.4,2.9,3,4,3,11,14,4,3,3,15,12
12219,1,5,2.3,3.3,3.1,3,2,5,10,11,2,4,4,9,13
12220,2,2,2.63,3.3,2.9,1,6,3,4,13,3,2,5,10,14
12221,0,2,3.3,3.6,2.25,3,1,6,13,21,3,4,3,16,15
12222,1,3,2.1,3.4,4.0,1,2,7,6,16,3,2,5,15,17
12223,1,2,4.1,3.7,1.95,3,2,5,12,14,6,1,3,19,11
12224,4,0,1.85,3.3,4.5,3,2,5,10,14,1,2,7,7,16
12225,3,1,1.57,3.6,6.5,5,1,4,13,12,1,4,5,9,16
12226,1,0,2.05,3.2,3.75,5,0,5,11,12,2,6,2,15,14
12227,0,2,3.3,3.2,2.25,2,4,4,12,15,7,1,2,18,8
12228,0,0,2.05,3.2,3.8,3,3,4,12,17,3,4,3,11,11
12229,3,4,2.0,3.2,4.0,3,5,2,9,12,5,1,4,10,8
12230,0,1,6.0,4.0,1.53,3,3,4,9,12,10,0,0,34,6
12231,0,2,2.6,3.4,2.6,2,3,5,15,23,5,2,3,19,18
12232,1,1,1.5,4.33,6.0,4,3,3,17,13,3,4,3,15,15
12233,0,1,2.3,3.3,3.1,4,2,4,14,22,3,4,3,11,15
12234,4,2,1.3,5.5,9.0,7,1,2,27,12,4,3,3,11,11
12235,1,0,1.62,3.75,5.5,3,4,3,10,11,1,3,6,7,17
12236,2,1,1.14,8.0,15.0,7,2,1,18,5,0,1,9,4,24
12237,2,2,2.1,3.1,3.75,5,3,2,17,10,3,3,4,14,17
12238,1,1,2.2,3.25,3.3,4,2,4,14,16,2,1,7,7,14
12239,1,3,13.0,5.75,1.22,1,2,7,9,23,5,2,3,25,13
12240,2,0,1.36,4.5,9.0,1,5,4,9,12,2,5,3,18,19
12241,3,0,1.44,4.0,8.0,7,1,2,23,14,5,3,2,18,7
12242,3,2,1.53,3.8,6.5,4,3,3,13,13,3,4,3,9,12
12243,3,0,1.25,5.75,11.0,6,2,2,31,14,1,5,4,9,15
12244,1,0,2.3,3.25,3.1,2,6,2,11,16,2,4,4,8,12
12245,4,2,2.2,3.3,3.25,2,2,6,9,17,6,2,2,14,7
12246,1,2,1.67,3.75,5.0,3,5,2,12,11,1,4,5,6,17
12247,2,2,1.91,3.4,4.0,6,1,3,17,11,2,4,4,8,11
12248,4,2,1.67,3.75,5.0,6,4,0,23,12,4,4,2,12,12
12249,5,1,1.14,8.0,15.0,8,1,1,27,8,2,4,4,10,14
12250,3,2,1.95,3.5,3.75,2,1,7,12,21,0,5,5,5,15
12251,5,0,1.17,7.0,15.0,6,2,2,26,13,2,1,7,14,25
12252,2,1,1.36,5.0,11.0,5,2,3,20,13,2,3,5,12,14
12253,0,0,1.36,5.5,9.0,5,2,3,25,14,3,1,6,11,20
12254,1,0,2.1,3.5,3.8,4,1,5,14,17,5,3,2,13,10
12255,1,1,2.38,3.4,3.25,2,4,4,11,15,3,3,4,14,21
12256,2,2,2.2,3.4,3.6,5,3,2,14,11,5,3,2,14,10
12257,5,0,1.67,3.5,5.5,6,1,3,17,11,3,4,3,16,14
12258,1,0,3.8,3.3,2.0,3,3,4,11,15,3,3,4,14,14
12259,1,0,1.45,4.1,7.5,6,4,0,24,9,2,6,2,12,9
12260,0,0,2.3,3.3,3.1,4,2,4,17,15,2,1,7,8,18
12261,2,1,2.4,3.2,3.0,3,6,1,14,12,2,7,1,10,9
12262,3,4,1.75,3.6,4.75,3,3,4,15,17,3,3,4,12,12
12263,0,0,1.91,3.3,4.2,5,1,4,13,11,5,4,1,18,13
12264,3,1,1.8,3.3,4.75,3,3,4,6,11,3,2,5,10,12
12265,2,0,1.36,4.5,9.0,4,5,1,15,11,2,4,4,10,15
12266,2,2,2.88,3.2,2.5,5,1,4,17,13,7,3,0,15,4
12267,1,3,2.05,3.25,3.75,4,3,3,13,7,1,6,3,9,11
12268,0,0,2.4,3.1,3.1,4,3,3,12,11,2,2,6,11,13
12269,3,1,2.38,3.4,2.8,4,1,5,9,16,6,2,2,16,10
12270,4,0,1.18,7.0,13.0,7,2,1,24,8,4,2,4,18,20
12271,1,0,1.57,4.0,5.5,6,0,4,18,13,3,4,3,12,23
12272,1,1,2.8,3.4,2.4,4,0,6,13,19,3,2,5,17,16
12273,2,1,1.83,3.3,4.75,2,3,5,10,19,3,0,7,8,19
12274,4,0,2.25,3.1,3.3,4,2,4,15,12,4,4,2,17,13
12275,0,2,13.0,5.25,1.25,1,4,5,8,13,9,1,0,29,4
12276,2,1,2.1,3.1,3.75,4,1,5,13,19,0,3,7,7,18
12277,2,1,2.3,3.25,3.1,2,1,7,12,25,2,2,6,9,16
12278,0,2,2.0,3.3,3.8,5,1,4,12,13,5,3,2,15,9
12279,2,1,1.4,4.33,8.5,4,4,2,15,14,2,4,4,10,16
12280,0,0,3.6,3.5,2.0,5,3,2,14,14,5,2,3,11,7
12281,0,2,2.0,3.5,3.6,1,3,6,10,19,3,1,6,11,15
12282,1,2,2.3,3.5,3.3,9,1,0,20,3,6,2,2,17,7
12283,1,1,1.91,3.6,3.75,4,3,3,17,17,2,2,6,9,17
12284,3,1,1.44,4.33,7.0,7,3,0,23,3,5,2,3,22,16
12285,2,1,1.57,3.8,6.0,5,1,4,20,13,4,2,4,10,12
12286,0,0,4.0,3.3,1.95,1,3,6,9,18,6,4,0,24,9
12287,3,1,1.7,3.6,5.0,4,3,3,12,15,4,3,3,13,10
12288,0,2,2.3,3.4,3.0,2,1,7,7,18,3,3,4,12,16
12289,3,3,2.5,3.4,2.7,3,3,4,13,13,6,0,4,21,13
12290,3,1,1.25,6.5,14.0,7,1,2,21,10,1,6,3,6,15
12291,1,1,2.3,3.3,3.5,4,2,4,18,17,4,3,3,11,10
12292,2,0,1.44,4.75,8.0,4,4,2,14,11,2,4,4,12,16
12293,0,0,8.0,4.75,1.45,2,1,7,10,21,5,3,2,24,12
12294,1,1,1.91,3.75,4.2,4,3,3,16,13,3,2,5,11,17
12295,1,1,2.25,3.1,3.4,3,4,3,10,10,6,0,4,11,10
12296,4,2,2.25,3.1,3.4,3,2,5,6,11,6,1,3,14,10
12297,0,2,2.5,3.1,2.9,1,2,7,7,19,4,3,3,12,14
12298,4,2,2.5,3.1,2.9,2,5,3,12,10,1,4,5,10,17
12299,4,1,1.95,3.3,4.0,2,4,4,13,17,4,2,4,14,12
12300,0,1,5.5,3.8,1.62,2,6,2,13,12,7,1,2,19,8
12301,1,6,7.5,4.75,1.4,1,3,6,7,16,7,1,2,26,14
12302,2,2,2.25,3.4,3.1,5,2,3,16,14,3,4,3,15,13
12303,2,2,2.8,3.3,2.5,2,2,6,11,18,2,3,5,15,20
12304,4,0,1.22,6.0,13.0,10,0,0,33,6,4,5,1,15,12
12305,2,2,2.2,3.3,3.3,2,5,3,14,16,3,1,6,10,11
12306,1,2,2.05,3.4,3.6,2,6,2,11,11,4,1,5,13,22
12307,0,2,3.25,3.25,2.25,4,2,4,15,14,5,1,4,18,14
12308,2,3,3.6,3.25,2.1,0,1,9,5,24,3,4,3,11,11
12309,2,0,2.3,3.4,3.0,4,3,3,17,10,4,1,5,14,18
12310,0,2,1.91,3.6,3.75,3,2,5,17,24,5,1,4,12,15
12311,3,3,3.8,3.6,1.91,1,5,4,16,21,8,1,1,25,10
12312,1,3,4.33,3.6,1.8,3,3,4,11,23,2,4,4,11,12
12313,1,0,2.0,3.4,3.75,4,3,3,13,15,4,1,5,10,14
12314,3,3,3.1,3.3,2.3,5,3,2,14,7,5,4,1,17,10
12315,2,1,2.3,3.2,3.2,1,4,5,9,18,5,3,2,13,13
12316,0,4,2.2,3.3,3.3,2,4,4,11,17,3,1,6,14,21
12317,0,3,1.95,3.5,4.5,5,0,5,15,17,1,3,6,10,16
12318,0,2,7.0,3.9,1.6,1,2,7,7,15,8,1,1,17,5
12319,0,0,2.0,3.2,4.0,7,1,2,22,9,4,4,2,8,7
12320,3,1,1.91,3.3,4.2,3,2,5,14,15,2,5,3,10,15
12321,3,0,1.83,3.2,5.0,5,1,4,12,11,2,4,4,11,17
12322,2,0,2.2,3.3,3.3,2,2,6,8,16,4,3,3,11,11
12323,2,0,2.38,3.25,3.0,3,3,4,10,13,3,3,4,8,10
12324,1,1,2.1,3.25,3.6,2,5,3,10,10,4,4,2,15,12
12325,0,0,2.25,3.1,3.4,3,1,6,10,14,4,2,4,11,11
12326,2,0,2.8,3.3,2.5,5,4,1,17,12,3,2,5,17,20
12327,1,1,2.1,3.3,3.5,7,3,0,17,6,5,4,1,16,10
12328,1,2,2.88,3.4,2.38,2,4,4,14,19,4,3,3,17,17
12329,1,1,2.4,3.2,3.0,2,4,4,10,15,4,3,3,14,9
12330,0,3,2.0,3.4,3.75,2,2,6,10,12,4,3,3,9,8
12331,6,0,1.73,3.8,4.5,2,3,5,14,16,6,0,4,17,13
12332,2,3,2.2,3.6,3.0,6,2,2,27,11,7,2,1,25,8
12333,3,2,1.29,5.5,9.5,6,2,2,17,12,1,1,8,9,25
12334,1,1,4.0,3.75,1.83,2,1,7,8,15,7,1,2,17,9
12335,0,2,2.5,3.4,2.7,4,1,5,13,13,6,4,0,24,12
12336,5,0,1.36,4.75,8.5,4,3,3,9,7,2,2,6,9,16
12337,0,3,7.0,4.5,1.44,4,1,5,10,13,8,1,1,27,9
12338,0,3,7.5,4.75,1.4,0,5,5,7,16,7,2,1,29,10
12339,0,2,4.1,3.4,1.91,2,2,6,8,16,7,2,1,16,6
12340,1,0,2.05,3.4,3.5,2,1,7,12,27,1,2,7,9,20
12341,0,0,1.75,3.9,5.0,8,1,1,23,9,5,3,2,16,11
12342,0,3,4.75,3.8,1.8,4,3,3,11,10,5,2,3,18,14
12343,1,0,1.25,6.5,14.0,6,2,2,16,8,3,4,3,15,18
12344,2,2,5.5,3.9,1.7,3,2,5,11,17,8,1,1,17,4
12345,1,2,2.3,3.25,3.1,5,1,4,14,14,3,2,5,15,16
12346,1,0,2.3,3.2,3.1,3,3,4,9,12,4,2,4,12,13
12347,1,1,1.17,7.5,13.0,8,2,0,26,7,7,1,2,19,13
12348,1,0,1.4,4.5,8.0,4,2,4,19,18,1,2,7,8,17
12349,1,3,2.63,3.4,2.55,3,6,1,12,12,5,2,3,16,11
12350,1,1,2.2,3.5,3.1,3,1,6,11,24,3,1,6,10,15
12351,0,1,5.0,4.0,1.75,4,3,3,11,11,7,2,1,18,8
12352,2,1,1.75,3.8,5.25,1,6,3,7,13,1,2,7,8,20
12353,0,2,2.25,3.4,3.5,2,3,5,11,17,1,2,7,6,14
12354,1,0,3.4,3.4,2.3,1,3,6,10,14,5,3,2,16,11
12355,0,0,2.38,3.5,3.1,3,2,5,12,16,4,3,3,17,14
12356,1,1,2.25,3.5,3.4,3,2,5,11,13,5,0,5,14,18
12357,2,0,2.3,3.5,3.3,3,3,4,12,14,3,3,4,14,18
12358,1,0,1.36,4.5,9.0,4,4,2,6,5,1,2,7,6,19
12359,1,6,5.5,4.0,1.57,3,3,4,12,12,10,0,0,35,6
12360,1,0,3.0,3.4,2.3,2,3,5,6,11,5,2,3,18,16
12361,0,3,2.0,3.6,3.5,2,4,4,15,19,2,6,2,15,16
12362,5,0,1.44,4.5,6.5,3,4,3,17,15,3,2,5,11,11
12363,2,0,1.44,4.5,6.5,7,1,2,29,15,1,6,3,9,13
12364,2,1,1.83,3.5,4.33,4,1,5,12,21,2,3,5,12,18
12365,1,1,2.0,3.3,3.8,2,4,4,10,15,4,2,4,15,15
12366,1,0,2.4,3.1,3.1,4,3,3,11,8,2,2,6,8,17
12367,1,3,4.0,3.8,1.8,2,3,5,16,15,5,2,3,24,13
12368,2,1,1.7,3.8,4.75,6,1,3,13,13,3,2,5,10,24
12369,4,0,2.0,3.6,3.5,3,2,5,16,21,2,2,6,9,12
12370,2,1,2.8,3.5,2.4,1,1,8,10,25,1,5,4,17,22
12371,2,1,2.05,3.4,3.5,6,3,1,19,11,3,3,4,11,17
12372,0,3,13.0,5.75,1.22,3,4,3,11,13,7,3,0,23,4
12373,0,1,2.9,3.25,2.4,3,4,3,13,13,2,2,6,12,19
12374,1,2,1.73,3.5,5.0,2,5,3,9,9,2,3,5,8,18
12375,5,1,1.57,3.8,6.0,4,5,1,17,11,4,3,3,11,13
12376,1,1,2.1,3.25,3.6,2,2,6,9,18,2,4,4,10,17
12377,3,1,1.25,6.0,10.0,8,1,1,26,9,3,4,3,16,13
12378,1,0,1.2,6.5,13.0,7,2,1,27,9,1,4,5,9,20
12379,2,2,2.15,3.6,3.6,4,4,2,19,12,6,1,3,19,12
12380,3,1,3.25,3.6,2.3,5,3,2,16,13,6,2,2,15,8
12381,1,2,3.4,3.2,2.2,4,2,4,15,13,7,2,1,22,8
12382,3,1,2.15,3.1,3.6,5,1,4,10,10,3,4,3,15,11
12383,3,0,1.45,4.0,8.0,7,1,2,19,8,6,1,3,15,10
12384,0,1,2.2,3.1,3.5,5,2,3,13,13,1,4,5,9,16
12385,2,2,3.0,3.0,2.5,2,4,4,11,18,3,2,5,9,13
12386,0,1,2.0,3.3,3.75,2,4,4,10,17,3,4,3,16,16
12387,2,1,2.3,3.4,3.0,3,2,5,10,14,5,2,3,15,16
12388,0,1,1.75,3.5,4.75,4,5,1,15,13,1,3,6,8,19
12389,3,2,1.44,4.2,7.5,4,5,1,15,10,6,3,1,18,11
12390,0,1,2.15,3.1,3.6,4,4,2,14,12,2,2,6,9,14
12391,1,0,1.73,3.6,4.75,8,1,1,17,5,6,4,0,17,7
12392,1,1,2.1,3.25,3.6,3,3,4,9,10,2,5,3,10,10
12393,1,0,1.91,3.4,4.0,3,1,6,15,20,2,2,6,9,13
12394,1,1,1.17,7.0,15.0,5,2,3,16,15,0,1,9,7,21
12395,1,1,2.2,2.88,3.8,4,4,2,13,10,3,4,3,9,10
12396,4,3,1.44,4.1,8.0,6,1,3,19,12,2,3,5,13,19
12397,2,0,1.8,3.6,4.33,7,1,2,18,10,7,2,1,25,11
12398,3,0,1.73,3.75,4.5,5,0,5,14,18,4,3,3,15,10
12399,1,3,2.0,3.6,3.5,3,1,6,12,19,4,2,4,13,15
12400,2,2,5.0,4.0,1.62,2,1,7,6,16,3,3,4,14,13
12401,2,1,2.2,3.3,3.3,4,4,2,16,15,4,4,2,16,15
12402,2,0,1.36,4.75,8.5,9,1,0,29,4,4,3,3,15,15
12403,1,0,3.3,3.2,2.2,3,0,7,9,18,5,2,3,18,10
12404,1,0,2.25,3.2,3.3,0,3,7,8,19,2,1,7,12,25
12405,4,1,1.36,4.6,8.5,6,2,2,30,14,3,5,2,10,12
12406,2,2,2.2,3.4,3.2,4,4,2,13,9,5,2,3,15,11
12407,0,0,2.88,3.3,2.4,4,1,5,9,10,7,3,0,25,11
12408,0,2,2.2,3.2,3.4,5,3,2,14,11,5,3,2,17,10
12409,0,1,2.4,3.3,2.88,5,1,4,21,16,5,3,2,14,4
12410,1,1,2.1,3.4,3.4,4,1,5,16,18,3,1,6,7,16
12411,3,0,1.25,6.75,13.0,8,1,1,18,5,4,2,4,17,16
12412,1,2,2.38,3.1,3.1,1,4,5,8,14,4,1,5,12,19
12413,0,0,2.8,3.25,2.5,1,4,5,8,17,2,4,4,8,10
12414,2,1,2.0,3.3,3.8,1,1,8,8,20,0,4,6,7,19
12415,1,2,1.83,3.4,4.5,1,3,6,10,19,1,6,3,11,12
12416,4,2,1.44,4.1,8.0,5,5,0,21,9,3,4,3,10,10
12417,3,3,1.33,4.75,9.5,8,1,1,23,8,2,5,3,12,18
12418,2,3,2.3,3.4,3.0,1,3,6,7,18,3,3,4,13,16
12419,0,4,2.5,3.4,2.7,6,2,2,19,14,2,3,5,17,17
12420,2,1,3.4,3.25,2.15,5,1,4,15,8,5,2,3,19,16
12421,1,0,2.38,3.25,3.0,5,2,3,15,11,3,5,2,12,14
12422,2,2,1.75,3.5,4.75,3,2,5,10,14,3,2,5,8,10
12423,1,0,1.5,4.5,7.5,4,3,3,14,11,3,3,4,8,11
12424,2,1,1.29,6.0,12.0,5,2,3,14,11,4,3,3,13,11
